id,name,department,salary
29471,Dr. Kevin Jones Jr.,Support,110548.51
29472,Mr. Martin Hanna,Sales,128362.42
29473,Rachael Moon,Marketing,48356.82
29474,Hannah Porter,Support,62171.38
29475,Dylan Wright,HR,149037.48
29476,Sara Burton,Marketing,97693.32
29477,Brian Duran,HR,72236.27
29478,Janet Scott,Marketing,66424.96
29479,John Williamson,Sales,112795.29
29480,Shane Reyes,Support,30170.51
29481,Bobby Clark,Support,77891.50
29482,Pamela Sherman,Sales,134120.79
29483,Monica Nelson,Finance,112214.55
29484,Mrs. Tina Jackson,Sales,64062.10
29485,Lisa Anderson,Finance,33760.40
29486,Sarah Willis,Research,78435.20
29487,David Reynolds,IT,144797.03
29488,Kathryn Butler,HR,75415.77
29489,Sharon Smith,Operations,104522.86
29490,Kenneth Chang,Finance,106788.80
29491,Victoria Jackson,Research,38810.52
29492,Michael Baird,Support,141930.94
29493,Claire Murray PhD,Sales,110230.37
29494,Shannon Newton,Research,131085.71
29495,Jason Clark,Sales,46270.37
29496,John Skinner,Operations,90898.25
29497,Erika Williams,Operations,139355.04
29498,Yvette Gaines,HR,141318.71
29499,Courtney Johnson,Sales,78021.81
29500,James Campbell,IT,128611.58
29501,Amanda Brown,IT,110084.08
29502,Brian Martin,Research,144353.96
29503,Austin Mcconnell,IT,107263.12
29504,Kimberly Durham,IT,78617.89
29505,Hannah Stephens,Sales,54109.94
29506,Elizabeth Davis,Operations,118156.57
29507,Anthony Martin,Support,96983.16
29508,Melissa Jackson,Sales,117559.86
29509,Jennifer Leach,IT,42905.60
29510,Lauren Evans,Support,118023.88
29511,Rebecca Jensen,Research,31295.60
29512,Heather Lyons,Sales,111615.20
29513,Jacqueline Martin,Research,92120.01
29514,Linda Gregory,Finance,125442.20
29515,Lawrence Guerra,Sales,73852.19
29516,Sarah Price,Support,49811.44
29517,Natasha Duke,Sales,61713.20
29518,Donna Riley,Support,35654.87
29519,Hailey Weaver,IT,114913.83
29520,Francisco Harmon,Support,80323.64
29521,Juan Scott,Research,123337.07
29522,Justin Moore,Sales,124909.66
29523,Lori Hall,Finance,121381.99
29524,Charles Green,HR,56290.22
29525,James Cook,Sales,61603.46
29526,Kimberly Allen,IT,99382.22
29527,Richard Marshall,Operations,47972.51
29528,Whitney Pittman,Sales,63927.87
29529,Karen Estrada,Support,34217.74
29530,Kyle Jones,Marketing,122329.70
29531,Michael Dean,HR,89458.73
29532,Sarah Clay,Marketing,59872.98
29533,William Thomas,Marketing,66223.70
29534,Christopher Martinez,Operations,134625.05
29535,Daniel Jones,IT,77895.76
29536,Michelle Gonzalez,HR,56596.26
29537,Jose Logan,Support,111654.16
29538,Adam Carroll,Operations,37494.87
29539,Kelli Wright,Support,132578.41
29540,Amanda Stephenson,HR,46384.43
29541,Ryan Weiss,HR,149982.07
29542,Erin Johnson,Finance,132590.79
29543,Angela Rogers,Marketing,31147.18
29544,Jeffrey Walter,Support,51015.64
29545,Katie Carlson,Sales,148644.22
29546,Christopher Simmons,Marketing,132231.98
29547,Julie Lee,IT,96198.33
29548,Luis Mercado,Operations,100030.85
29549,Randall Walker,Research,49746.30
29550,Christina Rodriguez,Marketing,145488.52
29551,Steven Frazier,Sales,30872.63
29552,Jesse Powell,Finance,144744.44
29553,Casey Hill,IT,36139.67
29554,Veronica Henson,IT,101488.18
29555,Mrs. Natasha Smith,Sales,43617.27
29556,Taylor Brown,Finance,125123.06
29557,Anthony Stevens,Finance,41422.85
29558,Sally Cuevas,Operations,128144.98
29559,Craig Jones,Finance,68750.03
29560,James Austin,IT,112723.18
29561,Patricia King,Marketing,79184.35
29562,Stacy Lawrence,Sales,69282.81
29563,Christina Montes,IT,67817.03
29564,Dominic Wu,Support,61073.81
29565,Brooke Moss,Operations,107963.00
29566,Kevin Weaver,Finance,104418.17
29567,Nicole Reynolds,Support,74375.30
29568,Gregory Ibarra,Sales,100753.57
29569,Kathryn Barker,Support,106522.46
29570,Matthew Clarke,Finance,110441.51
29571,Megan Stewart,Marketing,119254.29
29572,David Mccarty,Research,75628.18
29573,Carmen Griffin,Marketing,91583.04
29574,Jeffrey Lopez,Finance,142792.36
29575,Maria Stewart,Finance,122039.25
29576,Michael Kennedy,Sales,99472.21
29577,Brianna Bryan,Sales,129205.81
29578,Heather Guerrero,Sales,127650.36
29579,Dana Little,Operations,112070.65
29580,James Black,Operations,111456.55
29581,Christopher Summers,Finance,55827.07
29582,Garrett Moran,HR,52915.48
29583,Hannah Bell,IT,124745.79
29584,Jermaine Melton,HR,33404.77
29585,Linda Bradley,Research,55231.30
29586,William Scott,Support,35162.46
29587,Sherri Parrish,Sales,85371.39
29588,Dean Frazier,Sales,126452.72
29589,Erin Wagner,Marketing,79653.16
29590,Matthew Thompson,Finance,90787.65
29591,Joshua Brown,HR,90055.81
29592,Erin Russell,HR,57383.55
29593,Chris Brown,Sales,137053.27
29594,Veronica Fletcher,Finance,117507.58
29595,James Armstrong,Marketing,77815.59
29596,Jessica Arias,Marketing,45004.98
29597,Joseph Morrison,Finance,52639.76
29598,James Simmons,HR,76816.00
29599,Adam Velez,Sales,62602.37
29600,Richard Saunders,Operations,112055.80
29601,Ms. Misty Allen,Research,141383.74
29602,David Dawson,Operations,92581.56
29603,Whitney Reyes,Sales,60021.44
29604,Samuel Fuller,Finance,66643.78
29605,Daniel Clark,Support,120851.97
29606,Julie Carter,HR,41071.61
29607,Clinton Atkinson,Finance,51415.35
29608,Alicia Brown PhD,HR,111449.33
29609,Mark Werner,Marketing,73253.57
29610,Ronald Yoder MD,Sales,82728.05
29611,Kenneth Patel,HR,53276.71
29612,James Hicks,Support,122066.63
29613,John Curtis,IT,105202.52
29614,Larry Myers,HR,140024.73
29615,Jamie Brewer,Sales,38253.38
29616,Felicia Nash,Marketing,79537.60
29617,Raymond Pierce,Sales,35186.71
29618,Lisa Garcia,Research,110312.76
29619,Douglas Taylor,Sales,77051.89
29620,Robert Bell,Operations,82622.16
29621,Regina Hunter,IT,86511.83
29622,Nichole Cruz,Finance,74288.12
29623,Michael Baker,Finance,89185.39
29624,Holly Livingston,Support,35431.86
29625,Dawn Burton,Finance,116919.29
29626,Timothy Brown,IT,99477.35
29627,Eric Nixon,Operations,56655.26
29628,Daniel Moore,HR,118946.51
29629,Andrew Salas,Sales,66495.94
29630,Brian James,IT,110099.56
29631,Christopher Hunt,Sales,115064.97
29632,Tabitha Lin,Operations,83843.91
29633,Amanda Braun,Sales,114106.75
29634,Jennifer Rodriguez PhD,Operations,57885.10
29635,Nicole Cooper,Finance,122055.79
29636,Mr. Nathan Osborne Jr.,Sales,118622.44
29637,Karen Kim,Support,35704.34
29638,Michael Saunders,Support,144640.67
29639,April Perez,Operations,111607.68
29640,Jeremy Miller,Research,99168.35
29641,Scott Phillips,Finance,38262.96
29642,Jonathan Carroll,Research,103717.39
29643,Laura Miller,Operations,112688.12
29644,David Gibson,Sales,63575.76
29645,Alisha Manning,Marketing,97435.07
29646,James Reynolds,Support,144245.46
29647,Katrina Washington,IT,37775.87
29648,Andrew Crosby,Support,141173.79
29649,Kim Green,Marketing,82695.22
29650,Jaclyn Lane,Operations,79703.70
29651,Heather Ward DDS,HR,69808.07
29652,Christopher Evans,HR,66664.40
29653,Martin Horn,Finance,57002.33
29654,Seth Crawford,Sales,118272.28
29655,Kimberly Stevens,Marketing,137096.04
29656,Robert Russell,Research,94392.20
29657,Mrs. Ariana Logan PhD,Sales,48368.56
29658,Henry Moreno,Marketing,128063.34
29659,Teresa Reeves,Support,79876.18
29660,Jason Horn,HR,60029.94
29661,Brandon Smith,HR,127342.36
29662,Donna Howard,Research,114917.08
29663,Richard Davis,Sales,77949.08
29664,Scott Mcdowell,Finance,143080.37
29665,Aaron Johnson,Support,33816.99
29666,Alicia Henry,Finance,131752.02
29667,Scott Chapman,Sales,70755.14
29668,Julian Hernandez,Sales,41676.89
29669,David West,HR,92620.21
29670,Casey Gomez,Sales,142796.01
29671,Carlos Hancock,IT,30691.05
29672,Annette Craig,Sales,135539.88
29673,Michael Mercado,Research,108043.22
29674,Mrs. Veronica White,IT,146059.14
29675,Anthony Walter,HR,69218.35
29676,Ryan Mcbride,Operations,79346.01
29677,Jason Ellis,Support,137972.29
29678,Lauren Hall DVM,Marketing,123722.48
29679,Richard Hanna,HR,37102.09
29680,Julia Fisher,Research,60187.11
29681,Mary Harris,Support,140716.21
29682,Whitney Smith,Support,37166.17
29683,Tammy Schneider,HR,98856.26
29684,Maria Brown,Research,111319.55
29685,Luke Burke,Sales,30751.86
29686,Jeremy Shepherd,Sales,116866.20
29687,Julie Blanchard,IT,136120.02
29688,Michael Vega,Sales,121984.57
29689,Thomas Gordon,Sales,91489.98
29690,Miss Katie Orozco,IT,89019.28
29691,Claire Fuller,Marketing,123026.97
29692,Christopher Pierce,Support,72430.43
29693,Zachary Mack,Research,127877.59
29694,Mrs. Rachael Nguyen,IT,125428.07
29695,Walter Goodman,Support,52247.70
29696,Rachel Ochoa,Research,142601.81
29697,Allison Levy,Research,72004.90
29698,Ryan Olson,Finance,57836.07
29699,David Smith,Marketing,31687.29
29700,Cynthia Shields,Marketing,51688.36
29701,Richard Bradley,IT,83111.79
29702,Christina Hughes,Operations,66100.00
29703,Leon Roberts PhD,Research,84000.80
29704,Denise Vasquez,Marketing,98127.09
29705,Joshua Edwards,HR,59527.18
29706,Christopher Hodge,Marketing,128872.61
29707,Linda Carroll,Sales,130901.43
29708,Daniel Mendoza,HR,39705.52
29709,Robert Dodson,IT,103705.74
29710,Michelle Fletcher,HR,124466.77
29711,Destiny Henry,Marketing,137849.61
29712,Lisa Hall,Research,123397.92
29713,William Medina,Sales,108229.35
29714,Scott Johnson,IT,140874.51
29715,Jacqueline Koch,Marketing,91555.83
29716,Mrs. Janet Ortiz,Finance,145005.36
29717,Thomas Guerrero,Finance,113598.76
29718,Kristi Wood,Support,67523.87
29719,Mr. Matthew Jenkins,Research,103205.01
29720,Melinda George,IT,133619.84
29721,Keith Garcia,Support,82166.76
29722,Jackson Patel,Finance,54936.37
29723,Jeffrey Miranda,Operations,148657.34
29724,Brianna Green,Sales,50756.31
29725,Maria Fisher,Operations,73217.19
29726,Destiny Navarro,Marketing,67708.38
29727,Leslie Adams,HR,71597.04
29728,Elizabeth Elliott,HR,135408.79
29729,Dennis Robbins,Finance,115249.41
29730,Jacqueline Fisher,Support,66368.88
29731,Melanie Rios,Support,149746.79
29732,Christina Craig,Research,92133.16
29733,Joel Rosales,Support,144852.21
29734,Zachary Hess,Finance,56440.89
29735,Sarah Moore,Marketing,108270.79
29736,Raymond Gonzalez,Finance,114805.37
29737,Kelly Barton,Support,80653.27
29738,Kathleen Martin,Marketing,41801.90
29739,Mariah Stevenson,IT,80836.49
29740,Jason Hull,Sales,130449.38
29741,Kimberly Wright,Marketing,138167.74
29742,Justin Pena,HR,93176.40
29743,Charles Harrison,Support,136691.11
29744,Laura Andrews,Marketing,43398.27
29745,Corey Lawson,HR,48548.89
29746,Troy Obrien,Research,131251.83
29747,Brian Castaneda,Support,92888.34
29748,Sherry Jones,Support,135641.23
29749,Stephanie Santiago,Operations,87742.14
29750,Katherine Griffin,Marketing,139761.86
29751,Marcus Williams,Research,97778.60
29752,Rachel Mitchell,IT,105057.05
29753,Stephen Price,Support,58486.28
29754,Samantha Valdez,Support,105335.42
29755,Lori Perry,Research,148352.34
29756,Christopher Stark,Operations,34419.14
29757,Dr. Christopher Peterson,HR,76501.10
29758,Zachary Wilkins,HR,48923.35
29759,David Kelly,Research,115782.58
29760,Mary Hobbs,Sales,130883.86
29761,Charlene Gibson,Finance,89794.87
29762,Bethany Kramer,Operations,41665.26
29763,Kyle Chen,HR,99135.33
29764,Joseph Black,Finance,121322.95
29765,Kyle Barnes,HR,133932.02
29766,David Cline,Finance,55058.19
29767,Debra Benjamin,Sales,105114.82
29768,Melissa Hernandez,Sales,94352.78
29769,Molly Wilson,Sales,42977.63
29770,Juan Barnett,Sales,79667.61
29771,Jessica Peterson,Support,62625.55
29772,Jonathan Lawrence,Marketing,42696.15
29773,April Shaffer,IT,108802.62
29774,Dr. Mark Freeman,Finance,127127.69
29775,Mark Strong,Finance,76290.28
29776,Kevin Terry,Support,78599.05
29777,Monique Perez,Support,32333.17
29778,Blake Reese,Research,71211.44
29779,Stephanie Christensen,HR,70728.22
29780,Paul Price,Finance,68295.89
29781,David Nelson,IT,140412.24
29782,Madeline Cooper,Sales,119550.76
29783,Thomas Lewis,Sales,34060.08
29784,David Morgan,IT,149132.56
29785,Darren Roberson,Research,71176.85
29786,Eric Pope,HR,98542.72
29787,Kristin Jackson,IT,84998.89
29788,Christopher Nguyen,Research,70712.43
29789,Cameron Adams,Finance,60330.93
29790,Dennis Decker,Research,139559.33
29791,Kenneth Smith,Research,99766.46
29792,Bryce Walker,IT,38700.53
29793,Allen Farmer,Operations,70626.21
29794,Larry Acosta,Sales,149901.54
29795,Roger Morris,Marketing,140054.75
29796,Gina Carter,IT,31826.20
29797,Bernard Graves,Operations,87426.61
29798,Deborah Serrano,HR,116660.80
29799,Suzanne Hall,Research,42112.27
29800,Linda Perry,Sales,83386.45
29801,Michael Olson,IT,96900.76
29802,Jason Flores,Marketing,39177.91
29803,Tracy Mccullough,Marketing,137206.18
29804,Allison Ramirez,HR,108697.80
29805,Joel Mccarthy,Finance,92884.44
29806,Brian Smith,Support,110418.23
29807,Jesse Marshall,Support,47610.52
29808,Lynn Santos,Research,49704.44
29809,Nichole Gutierrez,Operations,52242.92
29810,Jennifer Ortiz,IT,67555.58
29811,Tara Clay,Finance,39356.89
29812,Sean Randolph,Finance,52213.01
29813,Spencer Smith,IT,108764.73
29814,Leon Butler,Research,108979.42
29815,Carol Moses,Research,66796.71
29816,Terrence Mitchell,HR,116644.48
29817,Gregory Baker,Finance,75560.97
29818,Jason Weeks,Operations,149985.42
29819,Beth Daniels,Marketing,80744.47
29820,Wendy Frank,IT,69001.89
29821,Jillian Mason,Sales,100410.70
29822,Shane Rogers,Finance,99820.71
29823,Julie Evans,Finance,94224.21
29824,Douglas Rogers,Operations,58067.75
29825,Gregory Perez,Marketing,119795.04
29826,Michael Saunders,Research,74820.40
29827,Pamela Daniels,Marketing,145564.57
29828,Shawn Brooks,IT,83869.36
29829,James Woodard,Research,130039.88
29830,Betty Morris,Sales,68506.47
29831,Craig Stewart,Sales,130132.57
29832,Charles Mccullough,Sales,121170.99
29833,Erin Brock,Marketing,82730.48
29834,Michael Rios,Operations,31838.17
29835,Dillon Saunders,Marketing,147031.14
29836,Michael Walker,Sales,139724.59
29837,Sandra Taylor MD,Support,35115.06
29838,Adam Harper,HR,41745.91
29839,Janet Wyatt,Sales,57708.37
29840,Allen Jackson,Finance,132849.34
29841,Teresa Reyes,Support,110136.09
29842,Anthony Lynch,IT,94556.49
29843,Charles Santos,HR,89210.80
29844,Theresa Joseph,Research,78941.32
29845,Keith Parker,Research,93473.71
29846,Beth Nelson,Operations,79781.11
29847,Ashley Potter,Marketing,78520.70
29848,Brenda Moody,Operations,128634.16
29849,Thomas Ross,Operations,75241.56
29850,Dr. Clarence Garcia,Marketing,55204.41
29851,Angela Guerrero,Finance,106885.30
29852,Eugene Grant,Operations,83274.07
29853,James Lewis,Research,64762.48
29854,Heidi Hunt,Research,102648.08
29855,Sherry Graham,Operations,38290.57
29856,Charles Bates,HR,127575.21
29857,Crystal Thompson,IT,99006.21
29858,Michael Lopez,Finance,78881.88
29859,Steven Ross,Operations,76471.87
29860,Jerome Phillips,IT,137152.83
29861,William Hall,Finance,143105.62
29862,Andrew Whitney,Research,105730.34
29863,Meredith Underwood,HR,91895.47
29864,Andrew Weber,Research,96343.47
29865,Benjamin Rodriguez,Operations,143788.28
29866,Daniel Roach,Marketing,89187.75
29867,Robert Beck,Marketing,142485.17
29868,Derek Jenkins,Finance,144580.37
29869,Jennifer Davis,HR,80738.83
29870,Jacob Moody,Sales,77902.50
29871,Catherine Baker,Support,100105.88
29872,Kathryn Bowers,Support,141890.43
29873,Renee Estrada,Research,118573.31
29874,Cynthia Howard,Support,124379.80
29875,Kevin Cameron,Operations,94216.71
29876,Tiffany Jensen,IT,107036.49
29877,Megan Walters,Finance,52779.18
29878,Amber Torres,HR,95373.27
29879,Brandi Jensen,IT,104959.58
29880,Michele Clark,Sales,75530.13
29881,Amy Rodriguez,IT,34997.39
29882,Glenda Pollard,HR,37436.91
29883,Kevin Cunningham,HR,90449.40
29884,Linda Gonzales,Operations,39946.91
29885,Megan Gonzalez,IT,110444.84
29886,George Hughes,Sales,42821.87
29887,Phillip Mckinney,Operations,69380.59
29888,Casey Wood,Research,43159.92
29889,Tiffany Cervantes,HR,30348.78
29890,Jeffrey Graham,Marketing,92190.51
29891,Steven Davis,Finance,100071.92
29892,Valerie Vaughn,Sales,127105.08
29893,Jessica Cortez,Support,139245.04
29894,Kelly Franco,Support,92226.79
29895,Jessica Bradley,IT,117366.74
29896,Jeffrey Gomez,Research,71871.12
29897,Robert Clark,Research,32000.06
29898,Timothy Lee,HR,75806.35
29899,Kimberly Anderson,Finance,33698.61
29900,Joel Reyes,IT,54794.23
29901,Timothy Reyes,Marketing,127980.73
29902,Rachel Benson,Sales,121731.92
29903,Abigail Gray,Research,125310.61
29904,Kathleen Crawford,Marketing,107304.53
29905,Theresa Cox,Sales,39280.55
29906,Linda Mullen,Marketing,141987.97
29907,Ashley Wright,Operations,140793.73
29908,Omar Graves,Support,135778.04
29909,Loretta Smith,Operations,77495.82
29910,Robert Travis,HR,64107.46
29911,Susan Jenkins,HR,126332.39
29912,Jeffrey Jones,Sales,32701.18
29913,Alexandra Parker,Marketing,49570.80
29914,Barbara Mercado,IT,92267.14
29915,Audrey Henry,Support,80438.44
29916,Melissa Parks,Sales,109692.21
29917,Jasmin Mercer,Research,64265.39
29918,Karen Hutchinson,Sales,120285.82
29919,Sean Bennett,IT,32549.43
29920,Kenneth Hill,Support,118760.93
29921,Terry Love,HR,43491.34
29922,Whitney Taylor,IT,48714.53
29923,Mrs. Lori Johnson DDS,Finance,67861.86
29924,Teresa Schmidt,Marketing,60275.53
29925,David Russell,IT,35176.41
29926,Katrina Gomez,Research,99223.61
29927,Caroline Mccullough,Research,37441.77
29928,Deanna Gibbs,Operations,31792.00
29929,Bradley Wright,Marketing,91562.04
29930,Joshua Wright,Marketing,85091.41
29931,Randy Richardson,Research,81358.62
29932,John Ellis,IT,123984.72
29933,Morgan Richardson,Sales,113603.36
29934,Timothy Baker,Finance,116069.02
29935,John Snow,Marketing,113327.36
29936,Valerie Pittman,Sales,119509.92
29937,Robin Wilson,Research,129522.90
29938,Tracy Richardson,Research,57936.93
29939,Natalie Bass,Finance,95812.18
29940,Kathleen Brown,Operations,114936.66
29941,Melissa Hernandez,Marketing,108195.43
29942,Christopher Leonard,Sales,70183.67
29943,Glenn Stevens,HR,147582.44
29944,Steve Hawkins,Marketing,61738.95
29945,Thomas Zimmerman,Marketing,57044.08
29946,Todd Johnson,Research,126389.33
29947,Kristina Walker,Sales,34000.93
29948,Jonathan Sosa,Marketing,48760.19
29949,Taylor Rogers,Finance,71402.64
29950,Jennifer Richardson,HR,66937.88
29951,Lisa Jordan,Marketing,112615.23
29952,Mary Jennings DVM,Operations,129127.00
29953,Mitchell Evans,HR,83623.36
29954,Frances White,Finance,109150.80
29955,Dennis Haas,IT,141583.09
29956,Mr. Jeremy Richardson,Support,83285.68
29957,Jason Reed,IT,136897.56
29958,Albert Gibson,Operations,86164.82
29959,Sonya Fischer,Sales,136315.02
29960,David Kim,IT,77750.85
29961,James Daniel,HR,116354.06
29962,Crystal Gonzales,IT,115435.20
29963,Robert Reyes,Finance,135007.84
29964,Thomas Rowland,Operations,50070.03
29965,Ashley Hubbard,IT,74789.42
29966,Stephen Richardson,Sales,137970.61
29967,Javier Wilson,Research,136326.93
29968,Bryan Garcia,Sales,110159.12
29969,Rachel Rubio,Finance,125839.43
29970,Barbara Allen,Marketing,89171.65
29971,Sharon Clark,HR,73076.91
29972,Ashley Robertson,HR,97891.55
29973,Amanda Cohen,IT,34193.11
29974,Erica Gonzales,Operations,130837.23
29975,Joshua Hernandez,Finance,105600.08
29976,Rose Brown,Operations,35719.25
29977,Alyssa Franco,Operations,65919.82
29978,Sara Phillips,Finance,143364.05
29979,Kimberly Hall,Marketing,116424.54
29980,Anna Stephenson,Finance,72956.82
29981,Mike Lopez,Operations,37126.07
29982,Kari Robinson,Research,106035.30
29983,Joseph Trujillo,IT,48288.57
29984,April Morales,Finance,77264.89
29985,Andrea Adams,Finance,55507.51
29986,Jeffrey Fernandez,Marketing,80319.87
29987,Jaime Meyer,Research,43074.37
29988,Jeanne Cruz,Support,60554.14
29989,Donna Gomez,Marketing,140340.78
29990,Kaitlyn Dorsey,HR,126653.77
29991,Monica Porter,Research,147994.08
29992,Brianna Fisher,IT,64307.80
29993,Crystal Flores,IT,146905.96
29994,Brian West,HR,147784.54
29995,Melanie Frederick,Support,122205.33
29996,Chad Ramirez,Finance,79482.27
29997,Joanne Brown,Sales,125573.40
29998,Andrea Ware,IT,145292.72
29999,Wesley Rhodes,Sales,70315.08
30000,Matthew Wise,Support,101642.63
30001,Courtney Allen,Sales,137437.64
30002,Richard Brady,Research,86419.89
30003,Anthony Carroll,Sales,149881.40
30004,William Mora,Support,34812.30
30005,Shelby Warner,HR,147572.67
30006,John Boyd,Support,123343.83
30007,Jacqueline Guzman,Sales,123121.30
30008,Melanie Simon,Finance,53760.83
30009,Kimberly Thornton,Support,30644.24
30010,Erica Nash,Support,108961.03
30011,Amy Mccall,Marketing,101815.93
30012,Gregory Hernandez,HR,53742.51
30013,Heather Brown,Operations,62867.29
30014,Jennifer Fox,IT,123101.52
30015,Joel Baker,Research,140873.62
30016,Nicole Bowen,Sales,140023.79
30017,Stacey Thomas,Marketing,131231.80
30018,Joshua Barton,Finance,48719.09
30019,Suzanne Berry,HR,129338.11
30020,Todd Rodriguez,Sales,56815.01
30021,Lisa Benjamin,Support,141762.37
30022,Stuart Dixon,Research,136397.08
30023,Ashlee Contreras,Finance,89548.35
30024,David Howard,Marketing,86935.64
30025,Paula Park,Operations,110894.00
30026,Regina Marshall,Support,57240.72
30027,Jason Garcia,Sales,117843.68
30028,Mark Huang,Sales,148188.38
30029,Mary Ross,Sales,91070.96
30030,Samuel Lang,Finance,37087.80
30031,Jacob Sanchez,Marketing,136507.58
30032,Loretta Delgado,Finance,98045.59
30033,Jill Gibbs,HR,100005.42
30034,David Bailey,IT,93099.05
30035,Raymond Morris IV,Research,148323.67
30036,Andrew Bean,Support,135423.35
30037,Mary Rodriguez,Operations,64208.63
30038,Steve Lee,Sales,97486.54
30039,John Calderon,Operations,86085.82
30040,Jacqueline Lewis,Sales,102974.58
30041,Rebecca Wright,IT,73043.95
30042,Joseph Allen,Finance,110889.80
30043,Sarah Harper,Support,46247.93
30044,Daniel Holmes,Research,68942.33
30045,Charles Deleon,Marketing,91752.21
30046,Robert Hammond,Support,47271.43
30047,Justin Barber,HR,70690.09
30048,Andrew Pierce,Finance,122033.92
30049,Laura Campbell,HR,86265.96
30050,Margaret Olson,Support,141649.73
30051,Martin Knox,Research,50421.70
30052,Brian Simmons,Marketing,80570.71
30053,Melinda Singh,Operations,59855.85
30054,Larry Perry,Operations,92333.31
30055,Chase Brown,Finance,147476.92
30056,Todd Singleton,Marketing,68506.99
30057,Sarah Garcia,Support,135629.86
30058,Andre Frye,HR,142852.58
30059,Danielle Washington,Finance,110397.89
30060,Peter Greene,Operations,49156.41
30061,Ryan Harris,Finance,55607.64
30062,Laura Nelson,Sales,52573.40
30063,Leslie Berg,Sales,42584.74
30064,Sarah Peterson,Operations,36617.35
30065,Dawn Silva MD,Research,145163.11
30066,Alexa Avery,IT,149581.95
30067,Carlos Porter,Sales,70903.48
30068,Michael King,IT,141442.02
30069,Jessica Green,Operations,130274.17
30070,Sean Kim,IT,141260.33
30071,Dr. Richard Lowe,IT,138366.83
30072,Melissa Moore MD,Marketing,123573.77
30073,James Wallace,Sales,93700.51
30074,Steven Morris,Research,71083.52
30075,Joseph Lane,Finance,132067.89
30076,Debra Torres,Sales,106544.63
30077,Jeffrey Williams,Support,46884.39
30078,Jessica Wilkerson,Finance,34568.09
30079,Russell Davis,HR,76124.41
30080,Tiffany Spence,Marketing,66190.07
30081,Michelle Oliver,Sales,64233.13
30082,Kelsey Reyes,Marketing,91522.18
30083,Eric Walker,Finance,33439.23
30084,Alyssa Torres,IT,127133.66
30085,Kayla Miller,Sales,63096.24
30086,Daniel Myers,Finance,109907.83
30087,Aaron French Jr.,Marketing,128201.56
30088,Antonio Ramirez,Marketing,101811.20
30089,Justin Schmidt,Operations,143543.68
30090,Diana Singh,IT,117957.57
30091,Joy Smith,Support,141315.05
30092,Ashley Elliott,IT,149242.33
30093,Nancy Pope,Finance,98935.37
30094,Lisa Holland,Sales,55020.44
30095,Lance Griffin,Sales,34642.86
30096,Matthew Coffey,Research,111019.89
30097,Donna Rhodes,Marketing,81140.13
30098,Alex Simpson,Research,79821.82
30099,Samuel Jones,Finance,114393.30
30100,Robert West,Finance,76482.21
30101,Kristopher Coleman,Research,43840.92
30102,Steven Villegas,Sales,129482.15
30103,Michael Nichols,IT,70085.43
30104,Paul Rodriguez,HR,87953.68
30105,Anthony Porter,Support,64819.93
30106,Marcus Huber,Marketing,92991.47
30107,Bryan Johnson,Sales,62272.88
30108,Patrick Mccoy,Research,149119.24
30109,Jamie Shepard,Support,115960.98
30110,Joanna Kennedy,HR,40359.09
30111,Lauren Garza,Marketing,133353.10
30112,Miguel Nguyen,IT,71647.14
30113,William Jones,Support,125779.89
30114,Jodi Orozco,Support,30959.60
30115,Jesus Phillips,IT,105404.09
30116,Sherry Baker,IT,112195.59
30117,Maria Mosley,Research,101442.92
30118,Laurie Sherman,HR,138811.47
30119,Michael Patterson,Support,72947.68
30120,Brandon Joyce,IT,76327.51
30121,Steven Allison,Support,73742.69
30122,Nicholas Copeland,HR,34222.55
30123,Charles Alexander,Research,56739.08
30124,Terri Chen,Research,113998.79
30125,Laura Jones,Research,56306.47
30126,Kelly Gonzales,Sales,99800.67
30127,Catherine Simpson,Operations,133885.00
30128,Stacey Walker,HR,56871.35
30129,Jason Alvarez,Finance,115688.20
30130,Micheal Malone,Support,41096.06
30131,Alex Clark,HR,50344.47
30132,Melissa Payne,HR,79087.10
30133,Kristen Knight,IT,145178.93
30134,Daniel Estrada,Finance,134576.41
30135,Ralph Ruiz,Sales,120649.82
30136,Lauren Wilson,Finance,91553.32
30137,Taylor Thompson,IT,83705.40
30138,Patricia Ho,Marketing,59245.21
30139,Alan Richardson,Support,43047.80
30140,Erik Wong,Sales,117028.26
30141,Loretta Nelson,Finance,125113.74
30142,Jose Pearson,Operations,141846.59
30143,Timothy Evans,Operations,37422.85
30144,Margaret Lopez,Finance,127904.69
30145,Jamie Cole,Research,55192.99
30146,Nathaniel Singh,Operations,57634.37
30147,John Shepard,IT,47709.32
30148,Jamie Medina,Research,130892.03
30149,Joseph Hicks,Research,105539.30
30150,Christopher Parrish,HR,80565.47
30151,Tonya Wells,Support,139595.90
30152,Brett Holmes,Support,143991.01
30153,Nathan Dixon,IT,109069.16
30154,Courtney Richards,IT,147129.59
30155,Kenneth Cruz,Research,30836.79
30156,Nicole Pierce,Operations,146915.40
30157,Chad Watson,Operations,137490.66
30158,Eric Byrd,Support,123619.39
30159,Jonathan Mays,Operations,108501.41
30160,Dr. Lorraine Werner,Research,70625.56
30161,Jeremy Williams,Research,104535.29
30162,Bryan Reed,Support,48334.47
30163,James Smith,Operations,74037.59
30164,Mr. Tyler Austin,Operations,133107.84
30165,Tiffany Shea MD,Finance,69181.42
30166,Aaron Austin,Operations,132844.48
30167,Kimberly Lee,Sales,35991.57
